Short name,,2G CGI,SDCCH Blocking Rate [BBH],SDCCH Drop Call Rate [BBH],TCH Blocking Rate [BBH],TCH Drop Call Rate [BBH],Handover Success Rate [BBH],RX Quality [BBH],Total Voice Traffic,Handover Success Rate_Denom [BBH],Drop Call Rate_Nom [BBH],Drop Call Rate_Denom [BBH],Number of TRX [BBH],ICM%[BBH],Cell Downtime [sec] [BBH],TCH Utilization [BBH],Handover Success Rate_Nom [BBH]
LONA27B,24-Feb-23,404-96-2540-59272,0,0,0,0,88.57,96.1,18.56,35,1,33,2,0,0,35.92,31
,25-Feb-23,404-96-2540-59272,0,0,0,1.01,83.87,96.83,17.66,93,1,57,2,0,0,36.83,78
,26-Feb-23,404-96-2540-59272,0,0,0,1.59,91.03,97.14,12.94,78,0,44,2,0,0,19.1,71
,27-Feb-23,404-96-2540-59272,0,0,0,1.59,80.77,96.72,13.04,52,0,33,2,0,0,30.39,42
,28-Feb-23,404-96-2540-59272,0,0,0,0.58,87.27,96.96,14.93,55,2,31,2,0,0,28.05,48
LONA27C,24-Feb-23,404-96-2540-59273,0,0,0,1.85,95.83,93.33,6.45,24,0,28,2,0,0,16.89,23
,25-Feb-23,404-96-2540-59273,0,0,0,0,100,94.07,10.63,65,0,18,2,0,0,25.05,65
,26-Feb-23,404-96-2540-59273,0,0,0,0,91.18,96.61,11.85,34,0,60,2,0,0,32.07,31
,27-Feb-23,404-96-2540-59273,0,0,0,0,100,97.22,10.26,24,0,32,2,0,0,17.17,24
,28-Feb-23,404-96-2540-59273,0,5.26,0,0,91.67,97.76,4.35,36,0,12,2,0,0,11.98,33
MAHO22A,24-Feb-23,404-96-1450-58221,0,0,0,0.64,95.69,97.43,25.85,116,0,56,2,0.34,0,41.83,111
,25-Feb-23,404-96-1450-58221,0,0,0,0,96.43,96.21,20.87,140,0,34,2,0.19,0,43.51,135
,26-Feb-23,404-96-1450-58221,0,0,0,0,93.48,96.02,27.26,184,1,39,2,0.14,0,53.28,172
,27-Feb-23,404-96-1450-58221,0,0,0,0.85,96.24,96.51,27.02,133,1,65,2,0.69,0,40.74,128
,28-Feb-23,404-96-1450-58221,0,0.67,0,1.37,98.07,96.89,27.51,207,0,90,2,0.43,0,48.11,203
MAHO22B,24-Feb-23,404-96-1450-58222,0,0,0,0,90,96.1,20.81,120,0,58,2,0.06,0,28.65,108
,25-Feb-23,404-96-1450-58222,0,0,0,0,94.89,96.27,19.62,176,1,38,2,0.31,0,33.8,167
,26-Feb-23,404-96-1450-58222,0,0,0,0.88,92.18,96.66,22.51,179,0,51,2,0,0,44.23,165
,27-Feb-23,404-96-1450-58222,,,,0.88,95.79,96.66,22.96,190,0,,2,0.86,0,35.44,182
,28-Feb-23,404-96-1450-58222,0,0,0,1.32,91.53,96.96,22.11,177,0,80,2,0.21,0,35.48,162
MAHO22C,24-Feb-23,404-96-1450-58223,0,0,0,0,95.07,98.15,28.68,142,0,59,2,0.22,0,40.58,135
,25-Feb-23,404-96-1450-58223,0,0,0,0,96.15,97.87,31.43,130,0,56,2,0.38,0,38.48,125
,26-Feb-23,404-96-1450-58223,0,0,0,0,96.77,98.56,22.55,124,0,70,2,0.07,0,28.55,120
,27-Feb-23,404-96-1450-58223,0,0,0,0,96.93,98.15,25.92,163,0,94,2,0,0,39.54,158
,28-Feb-23,404-96-1450-58223,0,0,0,0,99.28,98.13,22.77,139,0,35,2,0.07,0,50.64,138
MALL37A,24-Feb-23,404-96-2600-22371,0,0,0,0,100,92.55,1.99,3,0,10,2,0,0,11.49,3
,25-Feb-23,404-96-2600-22371,0,0,0,0,100,92.53,1.46,4,0,6,2,0,0,4.32,4
,26-Feb-23,404-96-2600-22371,0,0,0,0,100,92.77,0.88,6,0,8,2,0,0,2.68,6
,27-Feb-23,404-96-2600-22371,0,0,0,0,100,99.24,2.2,2,0,7,2,0,0,8.9,2
,28-Feb-23,404-96-2600-22371,0,0,0,0,100,99.07,1.21,9,0,4,2,0,0,4.71,9
MALL37B,24-Feb-23,404-96-2600-22372,0,0,0,2.22,100,98.99,3.11,8,0,14,2,0,0,6.83,8
,25-Feb-23,404-96-2600-22372,0,0,0,2.22,100,99.02,1.89,1,0,7,2,0,0,4.23,1
,26-Feb-23,404-96-2600-22372,0,0,0,0,100,100,2.26,9,0,8,2,0,0,7.25,9
,27-Feb-23,404-96-2600-22372,0,0,0,0,100,100,2.63,1,0,7,2,0,0,6.76,1
,28-Feb-23,404-96-2600-22372,0,0,0,0,100,100,2.35,10,0,12,2,0,0,10.89,10
MALL37C,24-Feb-23,404-96-2600-22373,0,0,0,0,71.43,96.94,36.19,7,1,134,2,0,0,66.57,5
,25-Feb-23,404-96-2600-22373,0,0,0,0.25,100,96.79,35.54,4,0,105,2,0,0,70.77,4
,26-Feb-23,404-96-2600-22373,0,0,0,0.25,,96.53,35.07,0,0,105,2,0,0,69.04,0
,27-Feb-23,404-96-2600-22373,0,0.44,0,0.25,0,97.17,36.89,1,0,102,2,0,0,56.41,0
,28-Feb-23,404-96-2600-22373,0,0,0,0,50,96.85,31.34,2,0,51,2,0,0,47.15,1
MAUJ06A,24-Feb-23,404-96-1760-22061,0,0,0,0,100,98.96,25.27,46,0,85,2,0,0,65.91,46
,25-Feb-23,404-96-1760-22061,0,0,0,0,92,98.72,20.81,25,0,68,2,0,0,30.68,23
,26-Feb-23,404-96-1760-22061,0,0.65,0,0,97.37,98.5,32.18,38,0,76,2,0,0,80.89,37
,27-Feb-23,404-96-1760-22061,0,0,0,0,100,98.4,29.85,34,0,78,2,0,0,65.54,34
,28-Feb-23,404-96-1760-22061,0,0,0,0,100,98.54,22.59,71,1,106,2,0,0,64.02,71
MAUJ06B,24-Feb-23,404-96-1760-22062,0,0,0,0,96.88,96.26,23.67,32,0,93,2,0,0,41.16,31
,25-Feb-23,404-96-1760-22062,0,0,0,0,91.67,96.32,18.73,12,0,54,2,0,0,35.6,11
,26-Feb-23,404-96-1760-22062,0,0,0,0,84.62,96.02,21.74,13,0,41,2,0,0,43.88,11
,27-Feb-23,404-96-1760-22062,,,,0,81.82,95.64,24.48,22,0,,2,,0,35.82,18
,28-Feb-23,404-96-1760-22062,0,0.45,0,0,73.91,95.59,28.09,23,0,116,2,0,0,62.7,17
MAUJ06C,24-Feb-23,404-96-1760-22063,0,0,0,1.4,100,97.27,17.3,41,0,28,2,0,0,28.97,41
,25-Feb-23,404-96-1760-22063,0,0,0,1.4,98.7,97.39,16.32,77,0,42,2,0,0,35,76
,26-Feb-23,404-96-1760-22063,0,0,0,0.47,95.12,98.22,13.28,41,0,41,2,0,0,22.65,39
,27-Feb-23,404-96-1760-22063,0,0,0,0,95.24,97,13.34,21,0,35,2,0,0,25.74,20
,28-Feb-23,404-96-1760-22063,0,0,0,0,100,96.23,14.19,46,0,57,2,0,0,33.41,46
MAUJ39A,24-Feb-23,404-96-1760-39391,0,0,0,1.11,94.79,96.06,18.67,96,0,65,2,0.23,0,31.92,91
,25-Feb-23,404-96-1760-39391,0,0,0,0,92.31,96,18.76,65,0,68,2,0.08,0,27.26,60
,26-Feb-23,404-96-1760-39391,0,0,0,0,86.27,95.73,18.3,51,1,67,2,0.34,0,30.02,44
,27-Feb-23,404-96-1760-39391,0,0,0,0.5,96.49,95.22,17.77,57,0,60,2,0,0,27.13,55
,28-Feb-23,404-96-1760-39391,0,0,0,0.5,86.67,95.33,20.55,45,2,74,2,0,0,40.33,39
MAUJ39B,24-Feb-23,404-96-1760-39392,0,0,0,4.58,81.63,89.39,19.7,49,1,52,2,0.2,0,27.73,40
,25-Feb-23,404-96-1760-39392,0,0,0,5.22,96.1,90.61,17.89,77,0,40,2,0,0,26.23,74
,26-Feb-23,404-96-1760-39392,0,0,0,1.05,71.43,95.02,21.64,70,2,29,2,0.38,0,34.11,50
,27-Feb-23,404-96-1760-39392,0,0,0,2.94,86.49,94.4,16.48,37,0,42,2,0.07,0,22.86,32
,28-Feb-23,404-96-1760-39392,0,0,0,2.3,71.7,94.83,19.89,53,0,48,2,0.33,0,39.32,38
MAUJ39C,24-Feb-23,404-96-1760-39393,0,0,0,1.75,100,91.91,6.9,61,0,40,2,0.16,0,13.28,61
,25-Feb-23,404-96-1760-39393,0,0,0,1.75,94.59,94.61,7.8,37,0,21,2,0.11,0,13.92,35
,26-Feb-23,404-96-1760-39393,0,0,0,0,100,94.91,9.07,45,0,31,2,0,0,14.96,45
,27-Feb-23,404-96-1760-39393,0,0,0,0,98.44,97.2,9.56,64,0,13,2,0,0,14.39,63
,28-Feb-23,404-96-1760-39393,0,0,0,0,91.53,96.84,8.06,59,2,19,2,0,0,17.66,54
MKPR49A,24-Feb-23,404-96-2400-53491,0,0,0,0.66,33.33,94.61,51.4,36,1,124,2,0,0,110.45,12
,25-Feb-23,404-96-2400-53491,0,0,0,0.93,42.86,95.75,56.69,21,0,150,2,0,0,95.42,9
,26-Feb-23,404-96-2400-53491,0,0,0,0.93,16.36,96.28,56.28,55,2,141,2,0,0,84.72,9
,27-Feb-23,404-96-2400-53491,0,0,0,0.74,24.56,96.57,52.61,57,2,99,2,0,0,123.17,14
,28-Feb-23,404-96-2400-53491,0,0,0,1.15,30.99,95.66,48.44,71,1,125,2,0,0,122.36,22
MKPR49B,24-Feb-23,404-96-2400-53492,0,0,0,0.34,84.62,95.54,26.89,39,1,55,2,0,0,54.53,33
,25-Feb-23,404-96-2400-53492,0,0,0,0.61,100,94.9,24.28,36,1,81,2,0,0,41.56,36
,26-Feb-23,404-96-2400-53492,0,0,0,1.02,100,94.68,22.15,39,0,33,2,0,0,36.61,39
,27-Feb-23,404-96-2400-53492,0,0,0,1.02,93.48,93.3,24.07,46,0,55,2,0,0,49.99,43
,28-Feb-23,404-96-2400-53492,0,0.55,0,0.41,90,93.61,30.14,40,0,74,2,0,0,56.07,36
MKPR49C,24-Feb-23,404-96-2400-53493,0,0,0,0.68,94,95.62,45.8,100,0,137,2,0,0,77.49,94
,25-Feb-23,404-96-2400-53493,0,0.47,0,0.27,97.56,94.76,41.38,41,1,84,2,0,0,68.49,40
,26-Feb-23,404-96-2400-53493,0,0,0,0.67,92.5,93.67,41.52,40,0,99,2,0,0,75.32,37
,27-Feb-23,404-96-2400-53493,0,0,0,0.4,93.44,93.92,41.57,61,3,106,2,0,0,74.8,57
,28-Feb-23,404-96-2400-53493,0,0,0,1.34,95.24,95.22,47.9,42,1,96,2,0,0,98.83,40
MKRA03A,24-Feb-23,404-96-2760-50031,0,0.09,0,0.83,89.96,93.83,81.58,448,0,216,2,1.47,0,118.18,403
,25-Feb-23,404-96-2760-50031,0,0.22,0,0.65,94.89,93.71,92.67,470,3,207,2,0.87,0,155.09,446
,26-Feb-23,404-96-2760-50031,0,0.19,0,0.89,93.59,94.07,75.57,390,1,186,2,1.24,0,140.91,365
,27-Feb-23,404-96-2760-50031,0,0.11,0,0.66,91.88,94.39,83.74,320,3,139,2,0.77,0,122.84,294
,28-Feb-23,404-96-2760-50031,0,0,0,1.38,91.18,94.93,78.37,374,0,169,2,1.41,0,136.48,341
MKRA03B,24-Feb-23,404-96-2760-50032,0,0.43,0,1.83,94.53,94.9,87.57,384,4,183,2,0.56,0,135.87,363
,25-Feb-23,404-96-2760-50032,0,0.23,0,1.75,94.72,95.09,88.49,436,2,188,2,0.29,0,171.01,413
,26-Feb-23,404-96-2760-50032,0,0,0,1.08,97.22,95.29,88.73,395,4,199,2,0.14,0,161.34,384
,27-Feb-23,404-96-2760-50032,0,0,0,1.75,96.4,95.49,91.06,278,0,191,2,0.24,0,128.73,268
,28-Feb-23,404-96-2760-50032,0,0,0,1.02,95.96,95.31,91.88,495,0,212,2,0.46,0,157.26,475
MKRA03C,24-Feb-23,404-96-2760-50033,0,0,0,0,97.08,96.1,76.57,650,1,180,2,0.37,0,118.56,631
,25-Feb-23,404-96-2760-50033,0,0,0,0.19,95.5,96.55,80.36,844,0,216,2,2.27,0,146.64,806
,26-Feb-23,404-96-2760-50033,0,0,0,0.19,96.18,96.6,74.54,681,1,155,2,1.21,0,116.7,655
,27-Feb-23,404-96-2760-50033,0,0.17,0,0.4,95.32,96.6,74.09,662,0,154,2,1.87,0,108.52,631
,28-Feb-23,404-96-2760-50033,0,0,0,0.22,95.1,96.45,77.56,734,1,206,2,2.42,0,114.73,698
MLKA07A,24-Feb-23,404-96-2550-59071,0,0,0,0,96.22,93.43,73.04,423,0,206,2,0.67,0,134.21,407
,25-Feb-23,404-96-2550-59071,0,0.33,0,0,94.51,93.93,74.28,346,0,158,2,0,0,132.64,327
,26-Feb-23,404-96-2550-59071,0,0,3.12,0,93.42,94.04,115.45,532,4,373,2,0,0,206.18,497
,27-Feb-23,404-96-2550-59071,0,0,8.17,0.36,93.64,94.35,138.72,708,0,336,2,0,0,211.26,663
,28-Feb-23,404-96-2550-59071,0,0,1.34,0.36,93.99,94.3,135.19,682,0,468,2,0,0,190.61,641
MLKA07B,24-Feb-23,404-96-2550-59072,0,0,0,0.28,93.85,99.36,52.97,130,0,124,2,0,0,99.38,122
,25-Feb-23,404-96-2550-59072,0,0,0,0,78.95,99.06,70.33,76,0,227,2,0,0,171.92,60
,26-Feb-23,404-96-2550-59072,0,0.36,0,0,79.21,97.51,81.62,101,0,159,2,0,0,164.09,80
,27-Feb-23,404-96-2550-59072,0,0,0,0,95.95,95.8,73.75,74,0,200,2,0,0,137.65,71
,28-Feb-23,404-96-2550-59072,0,0,1.01,0,100,95.7,75.1,68,1,98,2,0,0,174.59,68
MLKA07C,24-Feb-23,404-96-2550-59073,0,0.18,0,0.85,94.4,96.88,85.8,464,3,223,2,0,0,156.11,438
,25-Feb-23,404-96-2550-59073,0,0,0.43,1.3,94.14,97.17,91.97,461,6,233,2,0,0,173.78,434
,26-Feb-23,404-96-2550-59073,0,0.16,4.08,1.31,97.95,97.08,123.49,439,2,281,2,0,0,212.03,430
,27-Feb-23,404-96-2550-59073,0,0,15.43,1.54,99.35,96.92,144.25,459,4,319,2,0.5,0,246.24,456
,28-Feb-23,404-96-2550-59073,0,0,4.65,1.51,98.72,96.8,140.14,469,1,287,2,0,0,216.72,463
MNSW80A,24-Feb-23,404-96-1740-53801,0,0,0,0,93.23,96.2,33.93,192,0,93,2,0.14,0,58.19,179
,25-Feb-23,404-96-1740-53801,0,0,0,0,95.61,96.49,32.5,205,0,147,2,0.07,0,49.27,196
,26-Feb-23,404-96-1740-53801,0,0,0,0,97.96,96.51,35.7,196,0,98,2,0.31,0,68.08,192
,27-Feb-23,404-96-1740-53801,0,0,0,0,94.62,96.32,33.57,93,1,47,2,0.44,0,56.67,88
,28-Feb-23,404-96-1740-53801,0,0,0,0.71,97.39,96.96,34.56,115,0,75,2,0.24,0,57.84,112
MNSW80B,24-Feb-23,404-96-1740-53802,0,0,0,0.54,95.21,96.2,50.62,146,1,152,2,0.09,0,101.98,139
,25-Feb-23,404-96-1740-53802,0,0,0,0.47,94.17,96.54,53.78,120,0,141,2,0.27,0,83.3,113
,26-Feb-23,404-96-1740-53802,0,0,0,0.22,94.35,97.03,55.66,177,0,121,2,0.44,0,117.33,167
,27-Feb-23,404-96-1740-53802,0,0,0,0.22,82.89,96.37,53.04,152,0,109,2,0.28,0,95.13,126
,28-Feb-23,404-96-1740-53802,0,0.33,0,0,92.02,95.82,54.6,163,1,135,2,0.07,0,76.25,150
MNSW80C,24-Feb-23,404-96-1740-53803,0,0,0,0.69,94.96,95.79,49.82,258,0,100,2,0.09,0,88.41,245
,25-Feb-23,404-96-1740-53803,0,0,0,0.69,95.92,95.93,45.45,196,0,84,2,0.07,0,66.45,188
,26-Feb-23,404-96-1740-53803,0,0,0,0.28,94.16,95.74,43.51,274,0,101,2,0.31,0,79.88,258
,27-Feb-23,404-96-1740-53803,,,,0,97.81,95.53,43.85,183,0,,2,0.13,0,55.32,179
,28-Feb-23,404-96-1740-53803,0,0,0,0,97.13,95.5,46.83,244,0,103,2,0.08,0,63.21,237
MTKD59A,24-Feb-23,404-96-2480-49591,0,0,0,0,99.13,98.3,21.59,115,0,42,2,0,0,44.56,114
,25-Feb-23,404-96-2480-49591,0,0,0,0,98.53,98.62,21.44,68,0,43,2,0,0,35.04,67
,26-Feb-23,404-96-2480-49591,0,0,0,0,100,97.89,19.46,96,0,46,2,0,0,36.21,96
,27-Feb-23,404-96-2480-49591,0,0,0,0,100,97.79,25.88,76,0,65,2,0,0,53.28,76
,28-Feb-23,404-96-2480-49591,0,0,0,0,100,97.61,24.75,53,0,69,2,0,0,35.39,53
MTKD59B,24-Feb-23,404-96-2480-49592,0,0,0,0.31,100,96.93,54.67,3,0,175,2,0,0,78.81,3
,25-Feb-23,404-96-2480-49592,0,0,0,0,100,98.7,50.55,3,0,105,2,0,0,80.12,3
,26-Feb-23,404-96-2480-49592,0,0,0,0,44.44,98.85,49.22,9,0,112,2,0,0,93.13,4
,27-Feb-23,404-96-2480-49592,0,0,0,0,100,98.77,47.58,7,0,138,2,0,0,87.72,7
,28-Feb-23,404-96-2480-49592,0,0,0,0,100,98.92,47.24,5,0,122,2,0,0,73.92,5
MTKD59C,24-Feb-23,404-96-2480-49593,0,0,2.89,0.22,99.12,98.18,73.57,113,0,168,2,0,0,184.47,112
,25-Feb-23,404-96-2480-49593,0,0,0,0,100,97.96,74.67,75,0,163,2,0,0,136.8,75
,26-Feb-23,404-96-2480-49593,0,0,0,0,100,98.3,74.85,94,0,184,2,0,0,127.75,94
,27-Feb-23,404-96-2480-49593,0,0,0,0,98.91,98.26,71.34,92,0,119,2,0,0,116.22,91
,28-Feb-23,404-96-2480-49593,0,0,0,0,100,98.54,67.86,113,0,127,2,0,0,134.07,113
MVNA50A,24-Feb-23,404-96-2535-48501,0,0,0,0.85,94.55,97.11,10.44,55,0,37,2,0,0,24.2,52
,25-Feb-23,404-96-2535-48501,0,0,0,0.85,100,97.94,10.86,18,0,12,2,0,0,24.28,18
,26-Feb-23,404-96-2535-48501,0,0,0,0,100,98.23,12.63,27,0,29,2,0,0,21.55,27
,27-Feb-23,404-96-2535-48501,0,0,0,0,95.74,98.38,11.92,47,0,32,2,0,0,23.4,45
,28-Feb-23,404-96-2535-48501,0,0,0,0,93.55,98.61,9.94,31,0,20,2,0,0,20.2,29
MVNA50B,24-Feb-23,404-96-2535-48502,0,0,0,0,88.57,97.18,24.36,35,0,71,2,0,0,57.55,31
,25-Feb-23,404-96-2535-48502,0,0,0,0,76.19,96.92,24.27,42,0,67,2,0,0,64.75,32
,26-Feb-23,404-96-2535-48502,0,0,0,0,93.33,95.9,21.37,15,0,107,2,0,0,47.83,14
,27-Feb-23,404-96-2535-48502,0,0,0,0,87.88,94.62,26.55,33,1,84,2,0,0,55.23,29
,28-Feb-23,404-96-2535-48502,0,0,0,0.4,87.5,94.92,19.59,40,0,35,2,0,0,49.25,35
MVNA50C,24-Feb-23,404-96-2535-48503,0,0,0,0.93,90.91,94.93,28.65,33,0,59,2,0,0,54.61,30
,25-Feb-23,404-96-2535-48503,0,0.58,0,0.93,75,93.9,18.73,20,1,73,2,0.09,0,46.77,15
,26-Feb-23,404-96-2535-48503,0,0,0,0.46,89.47,92.42,22.7,19,0,76,2,0,0,41.87,17
,27-Feb-23,404-96-2535-48503,0,0,0,0.46,83.33,90.31,25.67,36,0,55,2,0,0,47.08,30
,28-Feb-23,404-96-2535-48503,0,0,0,0.46,68.18,90.48,24.8,22,1,52,2,0,0,41.06,15
MZPR39A,24-Feb-23,404-96-1780-54391,0,0,0,0.22,93.22,96.15,60.8,59,0,154,2,0,0,90.58,55
,25-Feb-23,404-96-1780-54391,0,0,0,0.22,97.3,96.82,52.36,37,1,114,2,0,0,94.71,36
,26-Feb-23,404-96-1780-54391,0,0,0,0.29,92.68,97.25,60.27,41,0,148,2,0,0,94.12,38
,27-Feb-23,404-96-1780-54391,0,0,0,0.29,98.63,96.7,62.56,73,1,165,2,0,0,106.56,72
,28-Feb-23,404-96-1780-54391,0,0,0,0.49,98,97.4,57.93,50,0,132,2,0,0,101.9,49
MZPR39B,24-Feb-23,404-96-1780-54392,0,0,0,1.7,83.33,96.97,44.81,24,0,95,2,0,0,67.75,20
,25-Feb-23,404-96-1780-54392,0,0,0,1.7,86.36,97.93,42.36,44,1,114,2,0,0,69.74,38
,26-Feb-23,404-96-1780-54392,0,0,0,1.63,76.19,97.95,44.93,42,0,136,2,0,0,63.3,32
,27-Feb-23,404-96-1780-54392,0,0.46,0,0.29,83.33,97.2,47.63,48,1,96,2,0,0,65.74,40
,28-Feb-23,404-96-1780-54392,0,0,0,0.64,93.1,96.73,48.93,58,1,122,2,0,0,73.02,54
MZPR39C,24-Feb-23,404-96-1780-54393,0,0,0,0,100,98.19,46.61,38,0,116,2,0,0,62.23,38
,25-Feb-23,404-96-1780-54393,0,0,0,0,96.15,97.87,46.04,52,0,71,2,0,0,73.17,50
,26-Feb-23,404-96-1780-54393,0,0,0,0,94.92,97.99,45.24,59,1,117,2,0,0,63.37,56
,27-Feb-23,404-96-1780-54393,0,0,0,0.28,96.23,97.56,48.49,53,1,88,2,0,0,68.99,51
,28-Feb-23,404-96-1780-54393,0,0,0,0.66,97.3,97.95,39.65,37,0,94,2,0,0,63.82,36
NGNA95A,24-Feb-23,404-96-2550-58951,0,0.19,0,0,86.55,95.32,37.98,275,0,232,2,0.79,0,59.83,238
,25-Feb-23,404-96-2550-58951,0,0,0,0,96.85,95.86,30.11,127,0,137,2,0,0,55.17,123
,26-Feb-23,404-96-2550-58951,0,0,0,0,97.67,96.82,44.25,215,0,162,2,0,0,76.5,210
,27-Feb-23,404-96-2550-58951,0,0,0,0,91.1,95.75,50.68,236,0,204,2,0,0,76.18,215
,28-Feb-23,404-96-2550-58951,0,0,0,0,83.56,95.89,44.55,298,2,273,2,0,0,61.88,249
NGNA95B,24-Feb-23,404-96-2550-58952,0,0,0,0.39,89.69,96.34,17.05,194,1,104,2,0.36,0,32.16,174
,25-Feb-23,404-96-2550-58952,0,0.65,0,0.71,95.07,95.41,12.99,142,0,68,2,0.47,0,28.4,135
,26-Feb-23,404-96-2550-58952,0,0,0,0.32,67.51,96.13,25.33,514,4,196,2,0,0,48.61,347
,27-Feb-23,404-96-2550-58952,0,0,0,1,83.43,95.53,24.69,362,2,103,2,0,0,39.16,302
,28-Feb-23,404-96-2550-58952,0,0,0,1.33,85.22,94.81,24.84,318,2,100,2,0,0,42.01,271
NGNA95C,24-Feb-23,404-96-2550-58953,0,0,0,31.24,98.91,91.47,65.04,92,2,31,2,72.22,0,98.88,91
,25-Feb-23,404-96-2550-58953,0,0,0,8.39,98.59,91.39,49.85,71,0,8,2,68.15,0,84.19,70
,26-Feb-23,404-96-2550-58953,0,0,1.09,3.26,97.38,92.75,97.89,191,0,273,2,2.29,0,164,186
,27-Feb-23,404-96-2550-58953,,∞,,2.15,100,94.75,108.52,92,2,,2,54.17,0,144.2,92
,28-Feb-23,404-96-2550-58953,0,0,0,0,95.92,96.38,103,147,0,17,2,83.66,0,150.17,141
NIAT75A,24-Feb-23,404-96-2780-51751,0,0,0,0,100,92.32,17.33,30,1,36,2,0,0,31.42,30
,25-Feb-23,404-96-2780-51751,0,0,0,0.93,100,93,17.09,12,1,51,2,0,0,27.77,12
,26-Feb-23,404-96-2780-51751,0,0,0,1.58,95.35,91.36,14.96,43,0,34,2,0,0,20.3,41
,27-Feb-23,404-96-2780-51751,0,0,0,1.58,72.22,92.51,16.15,18,0,57,2,0,0,33.68,13
,28-Feb-23,404-96-2780-51751,0,0,0,0.65,100,92.23,13.97,12,1,34,2,0,0,29.37,12
NIAT75B,24-Feb-23,404-96-2780-51752,0,0,0,0.39,75,91.72,36.54,4,0,52,2,0,0,62.18,3
,25-Feb-23,404-96-2780-51752,0,0,0,0,92.86,92.33,22.22,14,0,71,2,0,0,51.27,13
,26-Feb-23,404-96-2780-51752,0,0,0,0,75,93.13,21.61,8,0,45,2,0,0,38.52,6
,27-Feb-23,404-96-2780-51752,,,,0,100,94.3,26.51,3,0,,2,0,0,45.01,3
,28-Feb-23,404-96-2780-51752,0,0,0,0,100,92.97,24.52,6,0,63,2,0,0,37.02,6
NIAT75C,24-Feb-23,404-96-2780-51753,0,0,0,0,95.83,97.61,10.74,24,0,22,2,0,0,16.01,23
,25-Feb-23,404-96-2780-51753,0,0,0,0,95.56,98.35,8.6,45,0,24,2,0,0,16.92,43
,26-Feb-23,404-96-2780-51753,0,0,0,0,92,98.81,8.59,25,0,31,2,0,0,14.2,23
,27-Feb-23,404-96-2780-51753,0,0,0,0,100,98.61,10.56,37,0,37,2,0,0,15.42,37
,28-Feb-23,404-96-2780-51753,0,0,0,0,94.23,97.31,12.18,52,0,46,2,0,0,21.59,49
NIMA86A,24-Feb-23,404-96-2470-61861,0,0,0,0.28,100,93.54,38.83,37,0,44,2,0,0,74.6,37
,25-Feb-23,404-96-2470-61861,0,0,0,0.28,89.19,95.12,43.95,37,2,114,2,0,0,111.89,33
,26-Feb-23,404-96-2470-61861,0,0,0,0.58,100,94.78,40.98,27,0,126,2,0,0,106.09,27
,27-Feb-23,404-96-2470-61861,0,0.96,0,0.58,97.83,93.61,38.82,46,1,101,2,0,0,83.06,45
,28-Feb-23,404-96-2470-61861,0,0,0,0.91,92.73,93.3,36.69,55,1,92,2,0,0,76.9,51
NIMA86B,24-Feb-23,404-96-2470-61862,0,0,0,0.57,90.98,93.43,51.47,133,0,124,2,0,0,85.64,121
,25-Feb-23,404-96-2470-61862,0,0,0,0.57,89.07,93.45,46.94,183,1,122,2,0,0,86.89,163
,26-Feb-23,404-96-2470-61862,0,0,0,0.27,89.06,93.77,41.59,128,0,99,2,0,0,56.82,114
,27-Feb-23,404-96-2470-61862,0,0.51,0,0.27,92.91,93.75,42.51,141,0,94,2,0,0,81.78,131
,28-Feb-23,404-96-2470-61862,0,0,0,0.27,86.78,93.52,32.2,121,4,95,2,0,0,56.01,105
NIMA86C,24-Feb-23,404-96-2470-61863,0,0,0,0,95.71,94.18,17.08,70,0,37,2,0,0,25.91,67
,25-Feb-23,404-96-2470-61863,0,0,0,0,92.13,93.28,15.39,89,1,43,2,0,0,27.65,82
,26-Feb-23,404-96-2470-61863,0,0.34,0,0.78,92.86,92.31,17.26,70,0,49,2,0,0,32.35,65
,27-Feb-23,404-96-2470-61863,0,0,0,0.78,90.48,91.92,20.34,63,0,36,2,0,0,35.48,57
,28-Feb-23,404-96-2470-61863,0,0,0,0.78,90.7,93.11,17.02,43,3,44,2,0,0,26.37,39
NTPC83A,24-Feb-23,404-96-2470-51831,0,0,0,0.58,95.35,97.54,24.21,129,0,99,2,0.48,0,52.94,123
,25-Feb-23,404-96-2470-51831,0,0,0,0,91.13,97.42,21.53,124,1,34,2,0.39,0,27.89,113
,26-Feb-23,404-96-2470-51831,0,1.58,0,0.98,96.88,97.02,20.11,160,0,106,2,0.46,0,41.37,155
,27-Feb-23,404-96-2470-51831,0,2.86,0,0.98,94.59,96.51,21.86,111,2,41,2,0.36,0,30.49,105
,28-Feb-23,404-96-2470-51831,0,0.79,0,2.61,99.06,96.73,20.75,106,0,53,2,0.39,0,32.04,105
NTPC83B,24-Feb-23,404-96-2470-51832,0,1.36,0,0.82,94.92,95.16,40.57,177,2,122,2,0.6,0,69.82,168
,25-Feb-23,404-96-2470-51832,0,0.36,0,0.81,94.34,97.99,42.39,212,0,144,2,0.38,0,78.83,200
,26-Feb-23,404-96-2470-51832,0,0.65,0,0.81,96.67,98.33,17.19,90,0,76,2,0.22,0,46.04,87
,27-Feb-23,404-96-2470-51832,0,0,0,0.55,94.07,98.47,44.52,270,1,119,2,0.38,0,78.54,254
,28-Feb-23,404-96-2470-51832,0,1.63,0,0.28,95.9,98.46,50.48,195,8,119,2,0.44,189,103.76,187
