Short nam,,2G CGI,SDCCH Blocking Rate [BBH],SDCCH Drop Call Rate [BBH],TCH Blocking Rate [BBH],TCH Drop Call Rate [BBH],Handover Success Rate [BBH],RX Quality [BBH],Total Voice Traffic,Handover Success Rate_Denom [BBH],Drop Call Rate_Nom [BBH],Drop Call Rate_Denom [BBH],Number of TRX [BBH],ICM%[BBH],Cell Downtime [sec] [BBH],TCH Utilization [BBH],Handover Success Rate_Nom [BBH]
JHAM94A,28-Feb-23,404-96-2550-57941,0.39,0.03,2.52,0.16,95.48,96.25,160.25,155,4,618,2,0,0,302.4,148
,01-Mar-23,404-96-2550-57941,0,0,0,0.38,75.61,96.13,34.48,41,0,83,2,0,0,51.89,31
,02-Mar-23,404-96-2550-57941,0,0,0,0.38,94.96,96.29,32.2,119,0,157,2,0,0,49.15,113
,03-Mar-23,404-96-2550-57941,0,0,0,0.22,97.56,95.24,34.99,41,0,94,2,0,0,50.09,40
,04-Mar-23,404-96-2550-57941,0,0,0,0,94.59,96.19,25.59,37,0,84,2,0,0,45.13,35
JHAM94B,28-Feb-23,404-96-2550-57942,0,0,0,0.54,89.19,96.09,110.63,37,0,149,2,0,0,147.68,33
,01-Mar-23,404-96-2550-57942,0,0,0,0.28,100,97.25,36.31,28,1,69,2,0,0,81.22,28
,02-Mar-23,404-96-2550-57942,0,0,0,0.77,92.59,96.85,39.31,27,1,79,2,0,0,73.13,25
,03-Mar-23,404-96-2550-57942,0,0,0,0.91,88.89,96.68,36.25,18,1,67,2,0,0,66.55,16
,04-Mar-23,404-96-2550-57942,0,0,0,1.4,84,95.7,32.05,25,0,70,2,0,0,47.9,21
JHAM94C,28-Feb-23,404-96-2550-57943,0,0,0,0.62,83.87,97.95,68.57,62,1,145,2,0,0,142.49,52
,01-Mar-23,404-96-2550-57943,0,0,0,0.85,88.89,98.37,22.38,36,1,34,2,0,0,56.21,32
,02-Mar-23,404-96-2550-57943,0,0.19,0,1.21,85.71,98.08,20.97,14,0,80,2,0,0,46.22,12
,03-Mar-23,404-96-2550-57943,0,0,0,1.21,88.24,95.87,21.29,17,0,42,2,0,0,50.02,15
,04-Mar-23,404-96-2550-57943,0,0,0,0.98,93.75,95.99,18.47,32,0,25,2,0,0,41.35,30
JNGC65A,28-Feb-23,404-96-2400-45651,0,0,0,0.62,93.94,95.5,26.51,66,0,77,2,0,0,50.89,62
,01-Mar-23,404-96-2400-45651,0,0,0,0.62,84.44,94.52,28.12,45,0,86,2,0,0,50.41,38
,02-Mar-23,404-96-2400-45651,0,0,0,0,98.36,93.49,26.6,61,0,73,2,0,0,56.64,60
,03-Mar-23,404-96-2400-45651,0,0,0,0,96.88,94.05,26.49,64,0,98,2,0,0,44.83,62
,04-Mar-23,404-96-2400-45651,0,0,0,0,94.59,94.8,24.18,37,0,52,2,0,0,44.77,35
JNGC65B,28-Feb-23,404-96-2400-45652,0,0,0,0.93,97.5,96.11,14.79,40,0,27,2,0.14,0,24.24,39
,01-Mar-23,404-96-2400-45652,0,0,0,0,93.33,96.46,22.22,75,0,30,2,0.21,0,31.71,70
,02-Mar-23,404-96-2400-45652,0,0,0,0,90.48,95.78,20.64,42,0,69,2,0,0,32.02,38
,03-Mar-23,404-96-2400-45652,0,0,0,0,94.74,95.84,19.95,38,0,48,2,0,0,41.69,36
,04-Mar-23,404-96-2400-45652,0,0,0,0,90.74,95.76,19.62,54,0,36,2,0,0,31.29,49
JNGC65C,28-Feb-23,404-96-2400-45653,0,0,0,0,84.06,96.67,34.24,69,0,159,2,0,0,69.99,58
,01-Mar-23,404-96-2400-45653,0,0,0,0,87.69,95.92,39.44,65,0,101,2,0,0,84.55,57
,02-Mar-23,404-96-2400-45653,0,0,0,0,95.65,96.01,34.55,92,0,155,2,0.17,0,70.7,88
,03-Mar-23,404-96-2400-45653,0,0,0,0,90.65,95.61,34.42,107,2,140,2,0,0,75.41,97
,04-Mar-23,404-96-2400-45653,0,0,0,0.48,76.71,96.03,35.94,73,0,101,2,0,0,58.09,56
KASH66A,28-Feb-23,404-96-2540-61661,0,0,0,0,92.31,96.42,2.87,78,0,22,2,0,0,21.61,72
,01-Mar-23,404-96-2540-61661,0,0,0,0,100,99.66,7.34,37,0,38,2,0,0,28.78,37
,02-Mar-23,404-96-2540-61661,0,0,0,0,100,99.65,7.09,6,0,8,2,0,0,34.84,6
,03-Mar-23,404-96-2540-61661,0,0,0,0,100,99.75,5.01,14,0,19,2,0,0,20.71,14
,04-Mar-23,404-96-2540-61661,0,0,0,0,100,99.89,3.21,6,1,14,2,0,269,21.78,6
KASH66B,28-Feb-23,404-96-2540-61662,0,0,0,0,100,91.76,2.46,28,0,18,2,0,0,21.32,28
,01-Mar-23,404-96-2540-61662,0,2.33,0,0,95.83,89.9,2.54,24,1,12,2,0,0,10.85,23
,02-Mar-23,404-96-2540-61662,0,0,0,2.78,66.67,93.57,0.96,3,0,9,2,0,0,4.37,2
,03-Mar-23,404-96-2540-61662,0,0,0,2.78,100,94.32,3.23,3,0,32,2,0,0,13.27,3
,04-Mar-23,404-96-2540-61662,0,0,0,2.78,85.71,91.17,1.36,7,0,23,2,0,0,5.23,6
KASH66C,28-Feb-23,404-96-2540-61663,0,0,0,0,100,96.1,0.5,47,0,3,2,0,0,3.05,47
,01-Mar-23,404-96-2540-61663,0,0,0,0,100,98.84,2.04,12,0,2,2,0,0,10.98,12
,02-Mar-23,404-96-2540-61663,0,0,0,0,100,99.57,0.59,11,0,1,2,0,0,3.31,11
,03-Mar-23,404-96-2540-61663,0,0,0,0,100,99.45,0.64,1,0,4,2,0,0,3.37,1
,04-Mar-23,404-96-2540-61663,0,0,0,0,0,99.45,0.14,1,0,2,2,0,966,1.15,0
KATH59A,28-Feb-23,404-96-2630-17591,0,1.69,0,,94.44,,2.89,18,1,38,2,0,566,21.52,17
,01-Mar-23,404-96-2630-17591,0,1.59,0,2.63,96.43,96.9,16.8,28,1,31,2,0,0,35.6,27
,02-Mar-23,404-96-2630-17591,0,0,0,2.93,100,96.63,11.33,16,0,26,2,0,0,23.4,16
,03-Mar-23,404-96-2630-17591,0,0,0,1.95,100,94.56,11.63,36,0,50,2,0,0,21.44,36
,04-Mar-23,404-96-2630-17591,0,0,0,1.08,89.29,94.75,10.62,28,0,20,2,0,0,23.51,25
KATH59B,28-Feb-23,404-96-2630-17592,0,0,0,,60,,4.56,5,0,44,2,0,0,21.99,3
,01-Mar-23,404-96-2630-17592,0,0,0,0,87.5,96.87,14.09,8,0,36,2,0,0,24.7,7
,02-Mar-23,404-96-2630-17592,0,0,0,0,100,96.59,14.08,1,0,43,2,0,0,30.12,1
,03-Mar-23,404-96-2630-17592,0,0,0,0,93.48,95.68,18.58,46,0,50,2,0,0,37.37,43
,04-Mar-23,404-96-2630-17592,0,0,0,0,83.33,93.97,20.45,24,0,61,2,0,0,33.7,20
KATH59C,28-Feb-23,404-96-2630-17593,0,0,0,,83.33,,6.46,18,0,20,2,0,0,28.34,15
,01-Mar-23,404-96-2630-17593,0,0.83,0,0,94.12,97.06,18.89,34,0,62,2,0,0,36.66,32
,02-Mar-23,404-96-2630-17593,0,0,0,0,88.24,98.03,15.6,17,0,27,2,0,0,42.29,15
,03-Mar-23,404-96-2630-17593,0,0,0,0,100,97.59,15.55,10,0,42,2,0,0,34.15,10
,04-Mar-23,404-96-2630-17593,0,0,0,0,89.29,95.75,23.57,28,0,66,2,0,0,73.24,25
KGWL75A,28-Feb-23,404-96-2300-47751,,,,,,,,,,,,,,,
,01-Mar-23,404-96-2300-47751,,,,,,,,,,,,,,,
,02-Mar-23,404-96-2300-47751,0,0,0,,88.46,,8.88,52,0,25,2,0,0,22.31,46
,03-Mar-23,404-96-2300-47751,0,0,0,0,91.03,98.01,14.15,78,1,42,2,0,0,21.9,71
,04-Mar-23,404-96-2300-47751,0,,,1.19,,96.38,0,0,0,0,2,,3600,,0
KGWL75B,28-Feb-23,404-96-2300-47752,,,,,,,,,,,,,,,
,01-Mar-23,404-96-2300-47752,,,,,,,,,,,,,,,
,02-Mar-23,404-96-2300-47752,0,0,0,,93.55,,11.46,31,0,69,2,0,0,25.83,29
,03-Mar-23,404-96-2300-47752,0,0,0,0,96.67,94.49,19.66,30,0,124,2,0,0,46.9,29
,04-Mar-23,404-96-2300-47752,0,,,0,,94.93,0,0,0,0,2,,3600,,0
KGWL75C,28-Feb-23,404-96-2300-47753,,,,,,,,,,,,,,,
,01-Mar-23,404-96-2300-47753,,,,,,,,,,,,,,,
,02-Mar-23,404-96-2300-47753,0,0,0,,100,,36.98,33,0,143,2,0,0,98.92,33
,03-Mar-23,404-96-2300-47753,0,0,0,0,92.31,97.61,62.13,26,0,140,2,0,0,104.19,24
,04-Mar-23,404-96-2300-47753,0,,,0,,97.87,0,0,0,0,2,,3600,,0
KHDA89A,28-Feb-23,404-96-2780-60891,0,0,0,0.79,97.05,98.52,48.12,237,0,181,2,0.08,0,107.47,230
,01-Mar-23,404-96-2780-60891,0,0,0,0.33,95.67,98.49,52.11,231,0,153,2,0.17,0,96.52,221
,02-Mar-23,404-96-2780-60891,0,0,0,0.33,97.12,98,50.05,208,1,125,2,0.27,0,93.39,202
,03-Mar-23,404-96-2780-60891,0,0,0,0.27,96.97,98.23,44.74,198,0,100,2,0.21,0,81.06,192
,04-Mar-23,404-96-2780-60891,0,0,0,0.27,94.69,98.03,45.15,207,2,130,2,0.07,0,77.01,196
KHDA89B,28-Feb-23,404-96-2780-60892,0,0,0,0.24,99.18,99.45,81.16,243,1,163,2,0.12,0,199.52,241
,01-Mar-23,404-96-2780-60892,0,0,0,0.2,98.41,99.41,76.35,252,2,161,2,0,0,159.83,248
,02-Mar-23,404-96-2780-60892,0,0,0,0.62,99.52,99.36,79.99,208,0,192,2,0,0,154.59,207
,03-Mar-23,404-96-2780-60892,0,0,0,0.62,98.06,99.36,77.58,206,0,179,2,0.51,0,158.53,202
,04-Mar-23,404-96-2780-60892,0,0,0,0.41,98.04,99.39,77.96,204,0,146,2,0.27,0,151.63,200
KHDA89C,28-Feb-23,404-96-2780-60893,0,0.32,1.93,1,93.06,93.83,138.24,562,11,297,2,0.3,0,270.74,523
,01-Mar-23,404-96-2780-60893,0,0.48,0.71,2.14,89.25,93.93,137.59,493,6,277,2,0.13,0,219.15,440
,02-Mar-23,404-96-2780-60893,0,0,0.33,2.41,94.23,93.34,137.94,693,2,300,2,0.39,0,214.81,653
,03-Mar-23,404-96-2780-60893,0,0,0.64,2.18,94.66,93.28,147.78,711,0,311,2,0.26,0,236.68,673
,04-Mar-23,404-96-2780-60893,0,0,9.38,0.94,94.13,93.07,148.23,596,3,361,2,0.35,0,295.46,561
KRSD44A,28-Feb-23,404-96-2630-58641,,,,,,,,,,,,,,,
,01-Mar-23,404-96-2630-58641,,,,,,,,,,,,,,,
,02-Mar-23,404-96-2630-58641,,,,,,,,,,,,,,,
,03-Mar-23,404-96-2630-58641,0,0,0,,,,24.39,0,1,190,2,0,0,88.45,0
,04-Mar-23,404-96-2630-58641,0,0,0,0.53,,93.68,55.92,0,0,154,2,0,0,82.29,0
KRSD44B,28-Feb-23,404-96-2630-58642,,,,,,,,,,,,,,,
,01-Mar-23,404-96-2630-58642,,,,,,,,,,,,,,,
,02-Mar-23,404-96-2630-58642,,,,,,,,,,,,,,,
,03-Mar-23,404-96-2630-58642,0,0,0,,,,24.33,0,0,120,2,0,0,109.43,0
,04-Mar-23,404-96-2630-58642,0,0,0,0,,92.98,62.75,0,0,95,2,0,0,96.49,0
KRSD44C,28-Feb-23,404-96-2630-58643,,,,,,,,,,,,,,,
,01-Mar-23,404-96-2630-58643,,,,,,,,,,,,,,,
,02-Mar-23,404-96-2630-58643,,,,,,,,,,,,,,,
,03-Mar-23,404-96-2630-58643,0,0,0,,,,30.63,0,0,237,2,0,0,108.86,0
,04-Mar-23,404-96-2630-58643,0,0,0,0,,96.73,66.92,0,2,171,2,0,0,106.88,0
LDMK42A,28-Feb-23,404-96-2540-63421,0,1.8,0,31.67,92.16,93.63,25.23,51,1,80,2,0,0,54.65,47
,01-Mar-23,404-96-2540-63421,0,0.75,0,21.53,90.91,94.32,22.82,22,1,84,2,0,0,75.58,20
,02-Mar-23,404-96-2540-63421,0,0,0,0.81,100,96.17,25.17,14,0,73,2,0,0,62.31,14
,03-Mar-23,404-96-2540-63421,0,0,0,0.81,80,94.69,27.97,30,0,46,2,0,0,63.45,24
,04-Mar-23,404-96-2540-63421,0,0,0,0.4,100,94.8,22.61,13,0,63,2,0,0,56.59,13
LDMK42B,28-Feb-23,404-96-2540-63422,0,0.62,0,22.23,90.91,97.01,25.88,22,0,65,2,0,0,59.07,20
,01-Mar-23,404-96-2540-63422,0,0,0,14.82,100,97.44,11.83,36,0,30,2,0,0,31.97,36
,02-Mar-23,404-96-2540-63422,0,0,0,0.41,100,98.42,10.22,21,0,25,2,0,0,19.96,21
,03-Mar-23,404-96-2540-63422,0,0,0,0,84.62,99.01,12.28,39,0,18,2,0,0,23.43,33
,04-Mar-23,404-96-2540-63422,0,0,0,0,100,98.65,12.43,12,0,1,2,0,0,30.4,12
LDMK42C,28-Feb-23,404-96-2540-63423,0,0,0,22.55,92.86,92.96,21.71,14,0,17,2,0,0,54.47,13
,01-Mar-23,404-96-2540-63423,0,1.01,0,15.03,100,94.44,24.61,33,1,64,2,0,0,65.94,33
,02-Mar-23,404-96-2540-63423,0,0,0,1.14,100,95.46,25.31,13,0,59,2,0,0,72.99,13
,03-Mar-23,404-96-2540-63423,0,0,0,0.52,100,96.72,29.87,17,0,31,2,0,0,74.84,17
,04-Mar-23,404-96-2540-63423,0,0,0,0.52,100,96.93,26.5,11,0,57,2,0,0,57.17,11
LHKR71A,28-Feb-23,404-96-1790-51711,0,0,0,0.26,96.41,97.37,72.8,223,0,217,2,0.37,0,154.46,215
,01-Mar-23,404-96-1790-51711,0,0,0,0.26,97.84,97.07,91.13,231,2,153,2,0.1,0,129.38,226
,02-Mar-23,404-96-1790-51711,0,0,0,0.7,97.71,96.78,80.08,218,0,213,2,0.29,0,141.56,213
,03-Mar-23,404-96-1790-51711,0,0,0,0.44,96.39,96.23,74.02,194,0,122,2,0.23,0,109.54,187
,04-Mar-23,404-96-1790-51711,0,0,0,0.44,97.01,96.43,73.51,268,1,142,2,0.09,0,104.77,260
LHKR71B,28-Feb-23,404-96-1790-51712,0,0,0.98,0.53,96.97,97.27,58.8,297,0,201,2,0,0,171.51,288
,01-Mar-23,404-96-1790-51712,0,0,0,0.53,97.64,97.8,69.14,297,0,227,2,0.14,0,147.55,290
,02-Mar-23,404-96-1790-51712,0,0.23,0,0.53,95.42,97.71,75.75,306,0,218,2,0.68,0,162.22,292
,03-Mar-23,404-96-1790-51712,0,0,0,0,96.6,97.67,67.47,294,0,222,2,0.4,0,142.69,284
,04-Mar-23,404-96-1790-51712,0,0,0,0,95.9,98.06,71.63,268,1,168,2,1.25,0,176.08,257
LHKR71C,28-Feb-23,404-96-1790-51713,0,0,0,0,96.6,96.94,29.15,147,0,63,2,0.22,0,62.8,142
,01-Mar-23,404-96-1790-51713,0,0,0,0,94.17,97.04,38.47,103,0,60,2,0.09,0,62.38,97
,02-Mar-23,404-96-1790-51713,0,0,0,0,94.63,97.01,32.98,149,1,61,2,0.69,0,57.54,141
,03-Mar-23,404-96-1790-51713,0,0,0,0.55,99.35,97.54,35.35,155,0,64,2,0.12,0,68.96,154
,04-Mar-23,404-96-1790-51713,0,0,0,0.55,94.8,97.91,33.85,173,0,52,2,0.11,0,83.01,164
LONA27A,28-Feb-23,404-96-2540-59271,0,0,0,0.97,91.92,92.11,25.76,99,0,74,2,0,0,38.94,91
,01-Mar-23,404-96-2540-59271,0,0.33,0,0.97,80,92.22,24.62,100,0,69,2,0,0,44.32,80
,02-Mar-23,404-96-2540-59271,0,0.32,0,0.41,87.12,90.77,27.74,132,0,88,2,0,0,59.25,115
,03-Mar-23,404-96-2540-59271,0,0,0,0,84.27,89.4,32.91,89,0,63,2,0,0,61.06,75
,04-Mar-23,404-96-2540-59271,0,0,0,0,89.53,90.35,30.78,86,0,71,2,0,0,44.04,77
LONA27B,28-Feb-23,404-96-2540-59272,0,0,0,0.58,87.27,96.96,14.93,55,2,31,2,0,0,28.05,48
,01-Mar-23,404-96-2540-59272,0,0,0,2.15,81.82,96.76,11.88,66,0,19,2,0,0,24.86,54
,02-Mar-23,404-96-2540-59272,0,0,0,2.15,97.7,97.09,11.98,87,0,44,2,0,0,26.39,85
,03-Mar-23,404-96-2540-59272,0,0.79,0,2.15,97.33,96.56,14.92,75,0,46,2,0,0,23.91,73
,04-Mar-23,404-96-2540-59272,0,0,0,0,85.9,96.79,14.15,78,0,60,2,0,0,29.03,67
LONA27C,28-Feb-23,404-96-2540-59273,0,5.26,0,0,91.67,97.76,4.35,36,0,12,2,0,0,11.98,33
,01-Mar-23,404-96-2540-59273,0,0,0,0,78.79,96.46,6.11,66,0,20,2,0,0,18.36,52
,02-Mar-23,404-96-2540-59273,0,0,0,0,93.33,95.23,5.05,15,0,9,2,0,0,10.37,14
,03-Mar-23,404-96-2540-59273,0,0,0,0,96.88,94.68,8.43,32,0,18,2,0,0,19.32,31
,04-Mar-23,404-96-2540-59273,0,0,0,0,95.35,96.05,5.82,43,1,14,2,0,0,10.78,41
MADA07A,28-Feb-23,404-96-2630-19071,0,1.26,0,,92.5,,27.38,40,2,147,2,0,0,98.07,37
,01-Mar-23,404-96-2630-19071,0,0.54,0,1.36,94.29,92.16,50.95,35,1,168,2,0,0,91.43,33
,02-Mar-23,404-96-2630-19071,0,0,0,0.98,85,92.24,41.98,60,1,139,2,0,0,78.11,51
,03-Mar-23,404-96-2630-19071,0,0,0,0.89,100,93.43,0.99,2,0,1,2,0,0,15.75,2
,04-Mar-23,404-96-2630-19071,,,,0.44,,95.67,,,,,,,,,
MADA07B,28-Feb-23,404-96-2630-19072,0,0,0,,82.35,,7.74,17,2,21,2,0,0,35.29,14
,01-Mar-23,404-96-2630-19072,0,0,0,9.52,98.04,91.01,14.82,51,0,20,2,0,0,32.4,50
,02-Mar-23,404-96-2630-19072,0,0,0,4.76,100,94.6,11.79,10,0,31,2,0,0,25.31,10
,03-Mar-23,404-96-2630-19072,0,0,0,3.17,100,96.04,0.01,3,0,1,2,0,0,0.22,3
,04-Mar-23,404-96-2630-19072,,,,0,,99.03,,,,,,,,,
MADA07C,28-Feb-23,404-96-2630-19073,0,0.72,0,,100,,6.23,4,0,66,2,0,0,29.29,4
,01-Mar-23,404-96-2630-19073,0,0,0,0,100,95.35,19.46,11,0,57,2,0,0,38.91,11
,02-Mar-23,404-96-2630-19073,0,0,0,0,81.25,95.89,5.65,16,0,36,2,0,0,31.38,13
,03-Mar-23,404-96-2630-19073,0,0,,0,,95.64,0,0,0,0,2,0,0,0,0
,04-Mar-23,404-96-2630-19073,,,,0,,95.79,,,,,,,,,
MAUJ06A,28-Feb-23,404-96-1760-22061,0,0,0,0,100,98.54,22.59,71,1,106,2,0,0,64.02,71
,01-Mar-23,404-96-1760-22061,0,0,0,0.31,100,99.03,24.82,43,0,58,2,0,0,50.64,43
,02-Mar-23,404-96-1760-22061,0,0,0,0.31,100,99.08,22.59,32,0,87,2,0,0,60.44,32
,03-Mar-23,404-96-1760-22061,0,0,0,0.31,97.06,99.43,32.36,34,0,81,2,0,0,76.04,33
,04-Mar-23,404-96-1760-22061,0,0,0,0,100,99.37,27.68,33,0,75,2,0,0,83.5,33
MAUJ06B,28-Feb-23,404-96-1760-22062,0,0.45,0,0,73.91,95.59,28.09,23,0,116,2,0,0,62.7,17
,01-Mar-23,404-96-1760-22062,0,0.3,0,0,61.9,94.54,24.59,21,0,96,2,0,0,56.08,13
,02-Mar-23,404-96-1760-22062,0,0.86,0,0,86.36,92.09,16.18,22,0,48,2,0,0,37.57,19
,03-Mar-23,404-96-1760-22062,0,0,0,0,88.24,93.16,22,17,0,55,2,0,0,56.08,15
,04-Mar-23,404-96-1760-22062,0,0.67,0,0,94.44,93.8,14.45,18,0,46,2,0,0,30.53,17
MAUJ06C,28-Feb-23,404-96-1760-22063,0,0,0,0,100,96.23,14.19,46,0,57,2,0,0,33.41,46
,01-Mar-23,404-96-1760-22063,0,0,0,0,100,95.83,15.36,45,0,43,2,0,0,43.46,45
,02-Mar-23,404-96-1760-22063,0,0,0,0,98.48,97.13,16.92,66,0,75,2,0,0,46.32,65
,03-Mar-23,404-96-1760-22063,0,0,0,0,92.5,98.11,15.26,40,0,49,2,0,0,38.3,37
,04-Mar-23,404-96-1760-22063,0,0,0,0,97.5,98.36,15.72,40,0,43,2,0,0,28.75,39
MAUJ39A,28-Feb-23,404-96-1760-39391,0,0,0,0.5,86.67,95.33,20.55,45,2,74,2,0,0,40.33,39
,01-Mar-23,404-96-1760-39391,0,0,0,1.4,100,95.27,17.43,35,0,38,2,0,0,29.08,35
,02-Mar-23,404-96-1760-39391,0,0,0,0.9,97.37,95.74,21.25,76,0,106,2,0.07,0,33.81,74
,03-Mar-23,404-96-1760-39391,0,0,0,0.9,87.5,95.78,19.09,24,0,79,2,0.12,0,33.75,21
,04-Mar-23,404-96-1760-39391,0,0.39,0,0,97.83,96.83,17.35,46,0,70,2,0.19,0,24.22,45
MAUJ39B,28-Feb-23,404-96-1760-39392,0,0,0,2.3,71.7,94.83,19.89,53,0,48,2,0.33,0,39.32,38
,01-Mar-23,404-96-1760-39392,0,0,0,2.3,100,94.72,15.29,46,0,39,2,0.19,0,24.18,46
,02-Mar-23,404-96-1760-39392,0,0,0,0,80.95,96.59,15.3,42,0,76,2,0.25,0,27.25,34
,03-Mar-23,404-96-1760-39392,0,0,0,0,83.78,95.87,13.2,37,0,51,2,0.07,0,17.39,31
,04-Mar-23,404-96-1760-39392,0,0.44,0,0,83.33,94.08,15.44,66,0,64,2,0,0,26.91,55
MAUJ39C,28-Feb-23,404-96-1760-39393,0,0,0,0,91.53,96.84,8.06,59,2,19,2,0,0,17.66,54
,01-Mar-23,404-96-1760-39393,0,0,0,3.51,100,96.46,6.3,33,0,16,2,0,0,14.52,33
,02-Mar-23,404-96-1760-39393,0,0,0,3.51,94.23,95,7.65,52,0,31,2,0,0,13.95,49
,03-Mar-23,404-96-1760-39393,0,0,0,3.51,95.89,94.88,8.71,73,0,18,2,0,0,17.95,70
,04-Mar-23,404-96-1760-39393,0,0,0,0,94.12,95.09,8.19,51,0,26,2,0.05,0,18.55,48
MKPR49A,28-Feb-23,404-96-2400-53491,0,0,0,1.15,30.99,95.66,48.44,71,1,125,2,0,0,122.36,22
,01-Mar-23,404-96-2400-53491,0,0,0,1.41,31.03,95.67,49.9,29,1,138,2,0,0,91.7,9
,02-Mar-23,404-96-2400-53491,0,0,0,1.18,11.54,95.64,53.39,26,1,67,2,0,0,78.13,3
,03-Mar-23,404-96-2400-53491,0,0,0,1.01,59.09,95.86,48.84,44,1,145,2,0,0,84.75,26
,04-Mar-23,404-96-2400-53491,0,0,0,0.97,22.95,95.51,48.89,61,0,95,2,0,0,83.49,14
MKPR49B,28-Feb-23,404-96-2400-53492,0,0.55,0,0.41,90,93.61,30.14,40,0,74,2,0,0,56.07,36
,01-Mar-23,404-96-2400-53492,0,0,0,0,100,92.35,18.4,20,0,36,2,0,0,35.52,20
,02-Mar-23,404-96-2400-53492,0,0,0,0,100,93.17,23.3,36,0,69,2,0,0,49.45,36
,03-Mar-23,404-96-2400-53492,0,0,0,0,95.92,91.83,25,49,0,86,2,0,0,49.95,47
,04-Mar-23,404-96-2400-53492,0,0,0,0,97.14,92.81,21.3,35,1,58,2,0,0,50.11,34
MKPR49C,28-Feb-23,404-96-2400-53493,0,0,0,1.34,95.24,95.22,47.9,42,1,96,2,0,0,98.83,40
,01-Mar-23,404-96-2400-53493,0,0,0,1.29,96.49,95.63,44.82,57,0,80,2,0,0,108.42,55
,02-Mar-23,404-96-2400-53493,0,0,0,1.29,98.73,95.76,36.93,79,0,134,2,0,0,96.39,78
,03-Mar-23,404-96-2400-53493,0,0,0,0.35,98.15,95.1,41.47,54,0,91,2,0,0,106.23,53
,04-Mar-23,404-96-2400-53493,0,0,0,0,92.25,95.98,42.97,129,0,130,2,0,0,131.91,119
MKRA03A,28-Feb-23,404-96-2760-50031,0,0,0,1.38,91.18,94.93,78.37,374,0,169,2,1.41,0,136.48,341
,01-Mar-23,404-96-2760-50031,0,0.12,0,0.9,97.4,94.97,84.82,423,0,152,2,1.96,0,162.93,412
,02-Mar-23,404-96-2760-50031,0,0.13,0,0.72,95.37,94.97,83.26,367,0,182,2,0.94,0,117.64,350
,03-Mar-23,404-96-2760-50031,0,0,0,0,97.65,94.93,80.02,468,0,201,2,1.91,0,173.81,457
,04-Mar-23,404-96-2760-50031,0.47,0,0,0,92.64,95.02,84.37,435,2,150,2,0.97,0,185.03,403
MKRA03B,28-Feb-23,404-96-2760-50032,0,0,0,1.02,95.96,95.31,91.88,495,0,212,2,0.46,0,157.26,475
,01-Mar-23,404-96-2760-50032,0,0.2,0,0.67,95.64,95.35,96.01,390,3,268,2,1.01,0,126.18,373
,02-Mar-23,404-96-2760-50032,0,0.48,0.43,0.37,95.46,95.24,99.22,485,1,228,2,0.62,0,165.62,463
,03-Mar-23,404-96-2760-50032,0,0.27,0,0.52,96.12,95.5,83.47,438,4,166,2,0.12,0,143.03,421
,04-Mar-23,404-96-2760-50032,0,0,0,1.32,95.52,95.37,82.11,335,4,198,2,0.45,0,132.26,320
MKRA03C,28-Feb-23,404-96-2760-50033,0,0,0,0.22,95.1,96.45,77.56,734,1,206,2,2.42,0,114.73,698
,01-Mar-23,404-96-2760-50033,0,0,0,0.38,96.16,96.18,76.57,782,0,217,2,0.89,0,147.46,752
,02-Mar-23,404-96-2760-50033,0,0,0,0.16,95.68,96.38,76.61,602,0,174,2,0.55,0,135.77,576
,03-Mar-23,404-96-2760-50033,0,0,0,0.16,96.95,96.12,71.2,754,0,180,2,0.54,0,131.17,731
,04-Mar-23,404-96-2760-50033,0,0.23,0,0,95.68,96.4,70.03,556,1,147,2,0.59,0,104.51,532
MLKA07A,28-Feb-23,404-96-2550-59071,0,0,1.34,0.36,93.99,94.3,135.19,682,0,468,2,0,0,190.61,641
,01-Mar-23,404-96-2550-59071,0,0,0,0.36,93.7,94.28,65.79,365,0,259,2,0,0,115.9,342
,02-Mar-23,404-96-2550-59071,0,0,0,0,96.13,93.5,57.2,310,0,147,2,0.35,0,113.74,298
,03-Mar-23,404-96-2550-59071,0,0.22,0,0,93.91,93.04,62.95,230,1,136,2,0,0,115.42,216
,04-Mar-23,404-96-2550-59071,0,0,0,0.25,97.39,94.15,57.59,306,0,158,2,0,0,109.11,298
MLKA07B,28-Feb-23,404-96-2550-59072,0,0,1.01,0,100,95.7,75.1,68,1,98,2,0,0,174.59,68
,01-Mar-23,404-96-2550-59072,0,0,0,0.34,92.86,97.23,70.46,28,0,119,2,0,0,165.25,26
,02-Mar-23,404-96-2550-59072,0,0,0,0.34,85.71,98.25,69.56,7,0,84,2,0,0,141.94,6
,03-Mar-23,404-96-2550-59072,0,0.39,0,0.34,90.62,98.17,71.46,32,1,159,2,0,0,143.55,29
,04-Mar-23,404-96-2550-59072,0,0,0,0.21,97.1,97.86,58.23,69,0,157,2,0,0,132.84,67
MLKA07C,28-Feb-23,404-96-2550-59073,0,0,4.65,1.51,98.72,96.8,140.14,469,1,287,2,0,0,216.72,463
,01-Mar-23,404-96-2550-59073,0,0.19,0,0.77,97.44,96.73,87.01,351,3,159,2,0,0,181.75,342
,02-Mar-23,404-96-2550-59073,0,0,0,1.16,97.87,97.06,83.96,328,0,173,2,0.17,0,160.33,321
,03-Mar-23,404-96-2550-59073,0,0,10.3,0.75,98.17,97.29,84.43,327,0,147,2,0,0,214.51,321
